iteration_duration_seconds,cdf
0.690000057220459,0.005
0.7000000476837158,0.01
0.7099997997283936,0.015
0.7200000286102295,0.02
0.7299997806549072,0.025
0.7300000190734863,0.035
0.7400000095367432,0.06
0.75,0.07
0.7599999904632568,0.08
0.7699999809265137,0.095
0.7700002193450928,0.105
0.7799999713897705,0.125
0.7800002098083496,0.145
0.7899999618530273,0.19
0.7999999523162842,0.24
0.8000001907348633,0.255
0.809999942779541,0.295
0.8100001811981201,0.3
0.8199999332427979,0.32
0.820000171661377,0.335
0.8299999237060547,0.36
0.8300001621246338,0.38
0.8399999141693115,0.42
0.8400001525878906,0.435
0.8499999046325684,0.455
0.8500001430511475,0.475
0.8599998950958252,0.495
0.8600001335144043,0.515
0.869999885559082,0.535
0.8799998760223389,0.545
0.880000114440918,0.555
0.8899998664855957,0.565
0.8900001049041748,0.59
0.8999998569488525,0.605
0.9000000953674316,0.615
0.9099998474121094,0.62
0.9100000858306885,0.635
0.9199998378753662,0.64
0.9200000762939453,0.66
0.929999828338623,0.665
0.9300000667572021,0.68
0.940000057220459,0.69
0.9499998092651367,0.7
0.9500000476837158,0.715
0.9599997997283936,0.72
0.9600000381469727,0.745
0.9700000286102295,0.765
0.9800000190734863,0.775
0.9900000095367432,0.79
1.0,0.81
1.0099999904632568,0.83
1.0199999809265137,0.84
1.0299999713897705,0.85
1.0399999618530273,0.86
1.0499999523162842,0.865
1.059999942779541,0.875
1.0899999141693115,0.885
1.1100001335144043,0.89
1.119999885559082,0.895
1.1200001239776611,0.9
1.1299998760223389,0.905
1.1399998664855957,0.92
1.1600000858306885,0.925
1.1700000762939453,0.935
1.2100000381469727,0.94
1.2300000190734863,0.945
1.25,0.96
1.2699999809265137,0.965
1.2799999713897705,0.97
1.2899999618530273,0.975
1.2999999523162842,0.985
1.309999942779541,0.99
1.3600001335144043,0.995
2.759999990463257,1.0
