iteration_number,iteration_duration_seconds,flow_size_bytes_in_iteration
1,0.36277198791503906,31709336
1,0.36277198791503906,31709336
1,0.36277198791503906,31709336
1,0.36277198791503906,31709344
1,0.36277198791503906,31709344
1,0.36277198791503906,31709344
1,0.36277198791503906,31709336
1,0.36277198791503906,31709344
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
2,0.36216306686401367,31701120
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
3,0.36063599586486816,31691280
4,0.3701190948486328,31698776
4,0.3701190948486328,31698776
4,0.3701190948486328,31698776
4,0.3701190948486328,31698784
4,0.3701190948486328,31698784
4,0.3701190948486328,31698784
4,0.3701190948486328,31698776
4,0.3701190948486328,31698784
5,0.3623199462890625,31698776
5,0.3623199462890625,31698776
5,0.3623199462890625,31698776
5,0.3623199462890625,31698784
5,0.3623199462890625,31698784
5,0.3623199462890625,31698784
5,0.3623199462890625,31698776
5,0.3623199462890625,31698784
6,0.3678138256072998,31694456
6,0.3678138256072998,31694456
6,0.3678138256072998,31694456
6,0.3678138256072998,31694464
6,0.3678138256072998,31694464
6,0.3678138256072998,31694464
6,0.3678138256072998,31694456
6,0.3678138256072998,31694464
7,0.36657094955444336,31698056
7,0.36657094955444336,31698056
7,0.36657094955444336,31698056
7,0.36657094955444336,31698064
7,0.36657094955444336,31698064
7,0.36657094955444336,31698064
7,0.36657094955444336,31698056
7,0.36657094955444336,31698064
8,0.36814284324645996,31709336
8,0.36814284324645996,31709336
8,0.36814284324645996,31709336
8,0.36814284324645996,31709344
8,0.36814284324645996,31709344
8,0.36814284324645996,31709344
8,0.36814284324645996,31709336
8,0.36814284324645996,31709344
9,0.3636031150817871,31709336
9,0.3636031150817871,31709336
9,0.3636031150817871,31709336
9,0.3636031150817871,31709344
9,0.3636031150817871,31709344
9,0.3636031150817871,31709344
9,0.3636031150817871,31709336
9,0.3636031150817871,31709344
10,0.3636131286621094,31698056
10,0.3636131286621094,31698056
10,0.3636131286621094,31698056
10,0.3636131286621094,31698064
10,0.3636131286621094,31698064
10,0.3636131286621094,31698064
10,0.3636131286621094,31698056
10,0.3636131286621094,31698064
11,0.36643290519714355,31708616
11,0.36643290519714355,31708616
11,0.36643290519714355,31708616
11,0.36643290519714355,31708624
11,0.36643290519714355,31708624
11,0.36643290519714355,31708624
11,0.36643290519714355,31708616
11,0.36643290519714355,31708624
12,0.36704301834106445,31710056
12,0.36704301834106445,31710056
12,0.36704301834106445,31710056
12,0.36704301834106445,31710064
