iteration_number,iteration_duration_seconds,flow_size_bytes_in_iteration
1,0.6895079612731934,59861576
1,0.6895079612731934,59861576
1,0.6895079612731934,59861576
1,0.6895079612731934,59861584
1,0.6895079612731934,59861584
1,0.6895079612731934,59861584
1,0.6895079612731934,59861576
1,0.6895079612731934,59861584
2,0.6991541385650635,59872376
2,0.6991541385650635,59872376
2,0.6991541385650635,59872376
2,0.6991541385650635,59872384
2,0.6991541385650635,59872384
2,0.6991541385650635,59872384
2,0.6991541385650635,59872376
2,0.6991541385650635,59872384
3,0.6989889144897461,59869496
3,0.6989889144897461,59869496
3,0.6989889144897461,59869496
3,0.6989889144897461,59869504
3,0.6989889144897461,59869504
3,0.6989889144897461,59869504
3,0.6989889144897461,59869496
3,0.6989889144897461,59869504
4,0.703498125076294,59875736
4,0.703498125076294,59875736
4,0.703498125076294,59875736
4,0.703498125076294,59875744
4,0.703498125076294,59875744
4,0.703498125076294,59875744
4,0.703498125076294,59875736
4,0.703498125076294,59875744
5,0.7044351100921631,59863256
5,0.7044351100921631,59863256
5,0.7044351100921631,59863256
5,0.7044351100921631,59863264
5,0.7044351100921631,59863264
5,0.7044351100921631,59863264
5,0.7044351100921631,59863256
5,0.7044351100921631,59863264
6,0.7114720344543457,59873336
6,0.7114720344543457,59873336
6,0.7114720344543457,59873336
6,0.7114720344543457,59873344
6,0.7114720344543457,59873344
6,0.7114720344543457,59873344
6,0.7114720344543457,59873336
6,0.7114720344543457,59873344
7,0.7057299613952637,59872136
7,0.7057299613952637,59872136
7,0.7057299613952637,59872136
7,0.7057299613952637,59872144
7,0.7057299613952637,59872144
7,0.7057299613952637,59872144
7,0.7057299613952637,59872136
7,0.7057299613952637,59872144
8,0.7081291675567627,59878136
8,0.7081291675567627,59878136
8,0.7081291675567627,59878136
8,0.7081291675567627,59878144
8,0.7081291675567627,59878144
8,0.7081291675567627,59878144
8,0.7081291675567627,59878136
8,0.7081291675567627,59878144
9,0.7079319953918457,59876216
9,0.7079319953918457,59876216
9,0.7079319953918457,59876216
9,0.7079319953918457,59876224
9,0.7079319953918457,59876224
9,0.7079319953918457,59876224
9,0.7079319953918457,59876216
9,0.7079319953918457,59876224
10,0.7167809009552002,59865416
10,0.7167809009552002,59865416
10,0.7167809009552002,59865416
10,0.7167809009552002,59865424
10,0.7167809009552002,59865424
10,0.7167809009552002,59865424
10,0.7167809009552002,59865416
10,0.7167809009552002,59865424
11,0.7181191444396973,59870936
11,0.7181191444396973,59870936
11,0.7181191444396973,59870936
11,0.7181191444396973,59870944
11,0.7181191444396973,59870944
11,0.7181191444396973,59870944
11,0.7181191444396973,59870936
11,0.7181191444396973,59870944
12,0.7173681259155273,59874536
12,0.7173681259155273,59874536
12,0.7173681259155273,59874536
12,0.7173681259155273,59874544
12,0.7173681259155273,59874544
12,0.7173681259155273,59874544
12,0.7173681259155273,59874536
12,0.7173681259155273,59874544
13,0.719912052154541,59865896
13,0.719912052154541,59865896
13,0.719912052154541,59865896
13,0.719912052154541,59865904
13,0.719912052154541,59865904
13,0.719912052154541,59865904
13,0.719912052154541,59865896
13,0.719912052154541,59865904
14,0.7226741313934326,59868776
14,0.7226741313934326,59868776
14,0.7226741313934326,59868776
14,0.7226741313934326,59868784
14,0.7226741313934326,59868784
14,0.7226741313934326,59868784
14,0.7226741313934326,59868776
14,0.7226741313934326,59868784
15,0.7320809364318848,59864696
15,0.7320809364318848,59864696
15,0.7320809364318848,59864696
15,0.7320809364318848,59864704
15,0.7320809364318848,59864704
15,0.7320809364318848,59864704
15,0.7320809364318848,59864696
15,0.7320809364318848,59864704
16,0.72064208984375,59868536
16,0.72064208984375,59868536
16,0.72064208984375,59868536
16,0.72064208984375,59868544
16,0.72064208984375,59868544
16,0.72064208984375,59868544
16,0.72064208984375,59868536
16,0.72064208984375,59868544
17,0.7240839004516602,59867336
17,0.7240839004516602,59867336
17,0.7240839004516602,59867336
17,0.7240839004516602,59867344
17,0.7240839004516602,59867344
17,0.7240839004516602,59867344
17,0.7240839004516602,59867336
17,0.7240839004516602,59867344
18,0.7321808338165283,59873096
18,0.7321808338165283,59873096
18,0.7321808338165283,59873096
18,0.7321808338165283,59873104
18,0.7321808338165283,59873104
18,0.7321808338165283,59873104
18,0.7321808338165283,59873096
18,0.7321808338165283,59873104
19,0.730618953704834,59869256
19,0.730618953704834,59869256
19,0.730618953704834,59869256
19,0.730618953704834,59869264
19,0.730618953704834,59869264
19,0.730618953704834,59869264
19,0.730618953704834,59869256
19,0.730618953704834,59869264
20,0.7354578971862793,59869016
20,0.7354578971862793,59869016
20,0.7354578971862793,59869016
20,0.7354578971862793,59869024
20,0.7354578971862793,59869024
20,0.7354578971862793,59869024
20,0.7354578971862793,59869016
20,0.7354578971862793,59869024
21,0.7318990230560303,59873816
21,0.7318990230560303,59873816
21,0.7318990230560303,59873816
21,0.7318990230560303,59873824
21,0.7318990230560303,59873824
21,0.7318990230560303,59873824
21,0.7318990230560303,59873816
21,0.7318990230560303,59873824
22,0.7311868667602539,59860616
22,0.7311868667602539,59860616
22,0.7311868667602539,59860616
22,0.7311868667602539,59860624
22,0.7311868667602539,59860624
22,0.7311868667602539,59860624
22,0.7311868667602539,59860616
22,0.7311868667602539,59860624
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
23,0.7445149421691895,59859600
24,0.7380049228668213,59875736
24,0.7380049228668213,59875736
24,0.7380049228668213,59875736
24,0.7380049228668213,59875744
24,0.7380049228668213,59875744
24,0.7380049228668213,59875744
24,0.7380049228668213,59875736
24,0.7380049228668213,59875744
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
25,0.74698805809021,59861280
26,0.7371139526367188,59858216
26,0.7371139526367188,59858216
26,0.7371139526367188,59858216
26,0.7371139526367188,59858224
26,0.7371139526367188,59858224
26,0.7371139526367188,59858224
26,0.7371139526367188,59858216
26,0.7371139526367188,59858224
27,0.7428951263427734,59866616
27,0.7428951263427734,59866616
27,0.7428951263427734,59866616
27,0.7428951263427734,59866624
27,0.7428951263427734,59866624
27,0.7428951263427734,59866624
27,0.7428951263427734,59866616
27,0.7428951263427734,59866624
28,0.7548248767852783,59867096
28,0.7548248767852783,59867096
28,0.7548248767852783,59867096
28,0.7548248767852783,59867104
28,0.7548248767852783,59867104
28,0.7548248767852783,59867104
28,0.7548248767852783,59867096
28,0.7548248767852783,59867104
29,0.7423949241638184,59867096
29,0.7423949241638184,59867096
29,0.7423949241638184,59867096
29,0.7423949241638184,59867104
29,0.7423949241638184,59867104
29,0.7423949241638184,59867104
29,0.7423949241638184,59867096
29,0.7423949241638184,59867104
30,0.7513089179992676,59872616
30,0.7513089179992676,59872616
30,0.7513089179992676,59872616
30,0.7513089179992676,59872624
30,0.7513089179992676,59872624
30,0.7513089179992676,59872624
30,0.7513089179992676,59872616
30,0.7513089179992676,59872624
31,0.7526450157165527,59867576
31,0.7526450157165527,59867576
31,0.7526450157165527,59867576
31,0.7526450157165527,59867584
31,0.7526450157165527,59867584
31,0.7526450157165527,59867584
31,0.7526450157165527,59867576
31,0.7526450157165527,59867584
32,0.7492280006408691,59870936
32,0.7492280006408691,59870936
32,0.7492280006408691,59870936
32,0.7492280006408691,59870944
32,0.7492280006408691,59870944
32,0.7492280006408691,59870944
32,0.7492280006408691,59870936
32,0.7492280006408691,59870944
33,0.7559418678283691,59863736
33,0.7559418678283691,59863736
33,0.7559418678283691,59863736
33,0.7559418678283691,59863744
33,0.7559418678283691,59863744
33,0.7559418678283691,59863744
33,0.7559418678283691,59863736
33,0.7559418678283691,59863744
34,0.7455050945281982,59871656
34,0.7455050945281982,59871656
34,0.7455050945281982,59871656
34,0.7455050945281982,59871664
34,0.7455050945281982,59871664
34,0.7455050945281982,59871664
34,0.7455050945281982,59871656
34,0.7455050945281982,59871664
35,0.7507038116455078,59875496
35,0.7507038116455078,59875496
35,0.7507038116455078,59875496
35,0.7507038116455078,59875504
35,0.7507038116455078,59875504
35,0.7507038116455078,59875504
35,0.7507038116455078,59875496
35,0.7507038116455078,59875504
36,0.7541558742523193,59872136
36,0.7541558742523193,59872136
36,0.7541558742523193,59872136
36,0.7541558742523193,59872144
36,0.7541558742523193,59872144
36,0.7541558742523193,59872144
36,0.7541558742523193,59872136
36,0.7541558742523193,59872144
37,0.7497730255126953,59874056
37,0.7497730255126953,59874056
37,0.7497730255126953,59874056
37,0.7497730255126953,59874064
37,0.7497730255126953,59874064
37,0.7497730255126953,59874064
37,0.7497730255126953,59874056
37,0.7497730255126953,59874064
38,0.7491409778594971,59865656
38,0.7491409778594971,59865656
38,0.7491409778594971,59865656
