iteration_duration_seconds,cdf
0.6846039295196533,0.005
0.6849279403686523,0.01
0.6857318878173828,0.015
0.6867959499359131,0.02
0.6871449947357178,0.025
0.6874980926513672,0.03
0.6881780624389648,0.035
0.6883680820465088,0.04
0.6885299682617188,0.045
0.6890509128570557,0.05
0.6893410682678223,0.055
0.6893880367279053,0.06
0.6895079612731934,0.065
0.6897568702697754,0.07
0.6898679733276367,0.075
0.6906158924102783,0.08
0.6906580924987793,0.085
0.6918911933898926,0.09
0.691918134689331,0.095
0.6919388771057129,0.1
0.692375898361206,0.105
0.6925010681152344,0.11
0.6926751136779785,0.115
0.6927998065948486,0.12
0.6929888725280762,0.125
0.6931791305541992,0.13
0.6934139728546143,0.135
0.693544864654541,0.14
0.6936640739440918,0.145
0.6938340663909912,0.15
0.6939468383789062,0.155
0.6941719055175781,0.16
0.6947519779205322,0.165
0.6948339939117432,0.17
0.6949121952056885,0.175
0.6952872276306152,0.18
0.6956310272216797,0.185
0.6962759494781494,0.19
0.6963210105895996,0.195
0.6966040134429932,0.2
0.6968231201171875,0.205
0.696972131729126,0.21
0.697418212890625,0.215
0.6977300643920898,0.22
0.6986141204833984,0.225
0.6986188888549805,0.23
0.6988739967346191,0.235
0.6988990306854248,0.24
0.6989681720733643,0.245
0.6989889144897461,0.25
0.69905686378479,0.255
0.6990830898284912,0.26
0.6991541385650635,0.265
0.6995730400085449,0.27
0.6997330188751221,0.275
0.7006299495697021,0.28
0.7007150650024414,0.285
0.7007739543914795,0.29
0.7008070945739746,0.295
0.700822114944458,0.3
0.7011580467224121,0.305
0.7012660503387451,0.31
0.7014620304107666,0.315
0.7016811370849609,0.32
0.7018570899963379,0.325
0.7019708156585693,0.33
0.7020559310913086,0.335
0.7020759582519531,0.34
0.7020969390869141,0.345
0.7024359703063965,0.35
0.7031130790710449,0.355
0.703498125076294,0.36
0.7037789821624756,0.365
0.7040510177612305,0.37
0.7042989730834961,0.375
0.7044351100921631,0.38
0.7044909000396729,0.385
0.7046008110046387,0.39
0.704603910446167,0.395
0.704664945602417,0.4
0.7048079967498779,0.405
0.7048780918121338,0.41
0.7049441337585449,0.415
0.7049679756164551,0.42
0.705042839050293,0.425
0.7051401138305664,0.43
0.7052040100097656,0.435
0.7053389549255371,0.44
0.7054460048675537,0.445
0.7054510116577148,0.45
0.7056641578674316,0.455
0.7057299613952637,0.46
0.7058379650115967,0.465
0.7062199115753174,0.47
0.7064130306243896,0.475
0.7068119049072266,0.48
0.7068560123443604,0.485
0.7068600654602051,0.49
0.7072651386260986,0.495
0.7075619697570801,0.5
0.7075920104980469,0.505
0.7078349590301514,0.51
0.7079319953918457,0.515
0.7080059051513672,0.52
0.7080380916595459,0.525
0.7080819606781006,0.53
0.7081291675567627,0.535
0.7083389759063721,0.54
0.7085080146789551,0.545
0.7085130214691162,0.55
0.7085301876068115,0.555
0.7086150646209717,0.56
0.708745002746582,0.565
0.709036111831665,0.57
0.7090930938720703,0.575
0.7091751098632812,0.58
0.709265947341919,0.585
0.7093429565429688,0.59
0.7094190120697021,0.595
0.7094779014587402,0.6
0.7095398902893066,0.605
0.7097189426422119,0.61
0.7098009586334229,0.615
0.7098431587219238,0.62
0.7100279331207275,0.625
0.7100520133972168,0.63
0.7101318836212158,0.635
0.710136890411377,0.64
0.7102560997009277,0.645
0.7104170322418213,0.65
0.7104458808898926,0.655
0.7105178833007812,0.66
0.710759162902832,0.665
0.7110519409179688,0.67
0.7112329006195068,0.675
0.7113039493560791,0.68
0.7114191055297852,0.685
0.7114720344543457,0.69
0.7115540504455566,0.695
0.7117938995361328,0.7
0.7118909358978271,0.705
0.7121968269348145,0.71
0.7125239372253418,0.715
0.7125740051269531,0.72
0.7128019332885742,0.725
0.7129149436950684,0.73
0.7129600048065186,0.735
0.7130939960479736,0.74
0.7133488655090332,0.745
0.7141270637512207,0.75
0.7143552303314209,0.755
0.7152838706970215,0.76
0.7158451080322266,0.765
0.7166211605072021,0.77
0.7167809009552002,0.775
0.716994047164917,0.78
0.7173681259155273,0.785
0.7181191444396973,0.79
0.718332052230835,0.795
0.7193770408630371,0.8
0.719912052154541,0.805
0.7204439640045166,0.81
0.72064208984375,0.815
0.7212648391723633,0.82
0.7226741313934326,0.825
0.7233479022979736,0.83
0.7240839004516602,0.835
0.725456953048706,0.84
0.7268719673156738,0.845
0.7280499935150146,0.85
0.7283790111541748,0.855
0.730618953704834,0.86
0.7311868667602539,0.865
0.7316169738769531,0.87
0.7318990230560303,0.875
0.7320809364318848,0.88
0.7321808338165283,0.885
0.7324700355529785,0.89
0.7331540584564209,0.895
0.7354578971862793,0.9
0.7371139526367188,0.905
0.7377889156341553,0.91
0.7380049228668213,0.915
0.7423949241638184,0.92
0.7428719997406006,0.925
0.7428951263427734,0.93
0.7441589832305908,0.935
0.7445149421691895,0.94
0.7446238994598389,0.945
0.7455050945281982,0.95
0.74698805809021,0.955
0.7491409778594971,0.96
0.7492280006408691,0.965
0.7497730255126953,0.97
0.7507038116455078,0.975
0.7513089179992676,0.98
0.7526450157165527,0.985
0.7541558742523193,0.99
0.7548248767852783,0.995
0.7559418678283691,1.0
