flow_bytes_per_iteration_sent,cdf
5284729223,0.200625
5285007646,0.20125
5285174609,0.201875
5285195548,0.2025
5285199745,0.203125
5285552638,0.20375
5285803929,0.204375
5285931390,0.205
5285971097,0.205625
5286193832,0.20625
5286397604,0.206875
5286548157,0.2075
5286666920,0.208125
5286861526,0.20875
5286871355,0.209375
5286891530,0.21
5286930518,0.210625
5287074190,0.21125
5287206922,0.211875
5287309419,0.2125
5287381675,0.213125
5287438078,0.21375
5287459921,0.214375
5287500593,0.215
5287833572,0.215625
5288046087,0.21625
5288163437,0.216875
5288163695,0.2175
5288299089,0.218125
5288355794,0.21875
5288423678,0.219375
5288469841,0.22
5288476369,0.220625
5288557867,0.22125
5288569915,0.221875
5288626130,0.2225
5288723586,0.223125
5288730863,0.22375
5288754541,0.224375
5288784549,0.225
5288820615,0.225625
5288985319,0.22625
5289097809,0.226875
5289462713,0.2275
5289504734,0.228125
5289556660,0.22875
5289586684,0.229375
5289655559,0.23
5289712721,0.230625
5289745489,0.23125
5289758891,0.231875
5289777616,0.2325
5289788241,0.233125
5289806609,0.23375
5289846033,0.234375
5289917321,0.235
5290001853,0.235625
5290003385,0.23625
5290217585,0.236875
5290235498,0.2375
5290286690,0.238125
5290328969,0.23875
5290429633,0.239375
5290456144,0.24
5290465489,0.240625
5290494830,0.24125
5290567819,0.241875
5290611537,0.2425
5290710992,0.243125
5290782656,0.24375
5290809091,0.244375
5290817908,0.245
5290867570,0.245625
5290927697,0.24625
5290928625,0.246875
5291011665,0.2475
5291046146,0.248125
5291055228,0.24875
5291136135,0.249375
5291168133,0.25
5291201745,0.250625
5291248420,0.25125
5291587382,0.251875
5291603847,0.2525
5291612039,0.253125
5291624966,0.25375
5291625297,0.254375
5291675758,0.255
5291680189,0.255625
5291754177,0.25625
5291871947,0.256875
5291887621,0.2575
5291896710,0.258125
5291928576,0.25875
5292093698,0.259375
5292102858,0.26
5292115535,0.260625
5292181711,0.26125
5292196472,0.261875
5292198114,0.2625
5292215934,0.263125
5292220658,0.26375
5292272081,0.264375
5292272791,0.265
5292306129,0.265625
5292373726,0.26625
5292423639,0.266875
5292515921,0.2675
5292518654,0.268125
5292566005,0.26875
5292585425,0.269375
5292693841,0.27
5292694505,0.270625
5292749662,0.27125
5292816435,0.271875
5292976937,0.2725
5293072233,0.273125
5293155107,0.27375
5293196789,0.274375
5293385660,0.275
5293386321,0.275625
5293393443,0.27625
5293414474,0.276875
5293532751,0.2775
5293556585,0.278125
5293594449,0.27875
5293628814,0.279375
5293632465,0.28
5293669240,0.280625
5293682257,0.28125
5293685329,0.281875
5293700586,0.2825
5293753041,0.283125
5293754153,0.28375
5293864958,0.284375
5293867365,0.285
5293929461,0.285625
5293931362,0.28625
5294166097,0.286875
5294219826,0.2875
5294233395,0.288125
5294305059,0.28875
5294333117,0.289375
5294393479,0.29
5294448679,0.290625
5294450686,0.29125
5294505088,0.291875
5294534775,0.2925
5294576396,0.293125
5294637751,0.29375
5294643362,0.294375
5294650775,0.295
5294657063,0.295625
5294659434,0.29625
5294767057,0.296875
5295083473,0.2975
5295165685,0.298125
5295184324,0.29875
5295242473,0.299375
5295261036,0.3
5295299483,0.300625
5295323733,0.30125
5295370668,0.301875
5295371619,0.3025
5295445255,0.303125
5295519160,0.30375
5295527667,0.304375
5295534673,0.305
5295633132,0.305625
5295662040,0.30625
5295684181,0.306875
5295797595,0.3075
5295844231,0.308125
5295901324,0.30875
5295916567,0.309375
5296023815,0.31
5296052294,0.310625
5296061575,0.31125
5296079995,0.311875
5296122057,0.3125
5296133099,0.313125
5296134737,0.31375
5296201580,0.314375
5296296675,0.315
5296298041,0.315625
5296324845,0.31625
5296363884,0.316875
5296374073,0.3175
5296414007,0.318125
5296443296,0.31875
5296533282,0.319375
5296549080,0.32
5296561671,0.320625
5296564601,0.32125
5296608984,0.321875
5296629267,0.3225
5296645726,0.323125
5296682607,0.32375
5296727586,0.324375
5296767266,0.325
5296783705,0.325625
5296816237,0.32625
5296953014,0.326875
5297020215,0.3275
5297063485,0.328125
5297105573,0.32875
5297120184,0.329375
5297188079,0.33
5297387849,0.330625
5297559200,0.33125
5297627981,0.331875
5297693937,0.3325
5297733504,0.333125
5297761689,0.33375
5297912583,0.334375
5297927075,0.335
5297982750,0.335625
5297983449,0.33625
5297988920,0.336875
5297999251,0.3375
5298003320,0.338125
5298011168,0.33875
5298050255,0.339375
5298146649,0.34
5298301280,0.340625
5298330833,0.34125
5298337709,0.341875
5298348173,0.3425
5298416113,0.343125
5298437461,0.34375
5298540551,0.344375
5298559267,0.345
5298565536,0.345625
5298594910,0.34625
5298906225,0.346875
5299052825,0.3475
5299059537,0.348125
5299087951,0.34875
5299239548,0.349375
5299361325,0.35
5299473361,0.350625
5299476408,0.35125
5299632416,0.351875
5299680148,0.3525
5299730609,0.353125
5299732017,0.35375
5299865404,0.354375
5299935534,0.355
5300016104,0.355625
5300147004,0.35625
5300244697,0.356875
5300336943,0.3575
5300355298,0.358125
5300359275,0.35875
5300437096,0.359375
5300437340,0.36
5300470435,0.360625
5300580889,0.36125
5300617991,0.361875
5300618410,0.3625
5300629076,0.363125
5300639484,0.36375
5300932549,0.364375
5300993619,0.365
5300999582,0.365625
5301025888,0.36625
5301076896,0.366875
5301171894,0.3675
5301261721,0.368125
5301421780,0.36875
5301672875,0.369375
5301672939,0.37
5301773370,0.370625
5302003516,0.37125
5302102014,0.371875
5302209423,0.3725
5302276273,0.373125
5302306183,0.37375
5302315974,0.374375
5302384015,0.375
5302446757,0.375625
5302523857,0.37625
5302571016,0.376875
5302683821,0.3775
5302737977,0.378125
5302785111,0.37875
5302944252,0.379375
5302951022,0.38
5303056316,0.380625
5303166129,0.38125
5303326856,0.381875
5303382041,0.3825
5303630502,0.383125
5303802204,0.38375
5303902289,0.384375
5304091428,0.385
5304164662,0.385625
5304747032,0.38625
5304776436,0.386875
5304908646,0.3875
5305042484,0.388125
5305085604,0.38875
5305115868,0.389375
5305373607,0.39
5305828680,0.390625
5306045335,0.39125
5306155801,0.391875
5307056121,0.3925
5307321796,0.393125
5307768569,0.39375
5307801753,0.394375
5308591809,0.395
5309259581,0.395625
5309621785,0.39625
5310461912,0.396875
5310739734,0.3975
5311091734,0.398125
5311400717,0.39875
5312162428,0.399375
5312361505,0.4
5312541892,0.400625
5312791474,0.40125
5313052393,0.401875
5313138555,0.4025
5313294130,0.403125
5313605211,0.40375
5314334276,0.404375
5316195579,0.405
5316632612,0.405625
5316744642,0.40625
5316905142,0.406875
5317209892,0.4075
5317634604,0.408125
5317882365,0.40875
5317936266,0.409375
5318241902,0.41
5318323566,0.410625
5318548846,0.41125
5318716298,0.411875
5318724239,0.4125
5318860815,0.413125
5318930860,0.41375
5319096254,0.414375
5319633917,0.415
5320462768,0.415625
5320640848,0.41625
5321041754,0.416875
5321126744,0.4175
5321174480,0.418125
5321226222,0.41875
5321258843,0.419375
5321402928,0.42
5321509870,0.420625
5321548269,0.42125
5321604385,0.421875
5321702149,0.4225
5321757857,0.423125
5321959022,0.42375
5321999032,0.424375
5322171261,0.425
5322238392,0.425625
5322287959,0.42625
5322307281,0.426875
5322337503,0.4275
5322509038,0.428125
5322669912,0.42875
5322693338,0.429375
5322785910,0.43
5322795261,0.430625
5322892416,0.43125
5322909265,0.431875
5323154809,0.4325
5323191121,0.433125
5323282296,0.43375
5323302144,0.434375
5323466990,0.435
5323479668,0.435625
5323488983,0.43625
5323576125,0.436875
5323576390,0.4375
5323582702,0.438125
5323672243,0.43875
5323697745,0.439375
5323710569,0.44
5323725586,0.440625
5323755947,0.44125
5323770027,0.441875
5323780462,0.4425
5324053081,0.443125
5324164965,0.44375
5324193588,0.444375
5324222771,0.445
5324234174,0.445625
5324397436,0.44625
5324421556,0.446875
5324450510,0.4475
5324454237,0.448125
5324485693,0.44875
5324491640,0.449375
5324505725,0.45
5324535945,0.450625
5324589941,0.45125
5324667110,0.451875
5324700717,0.4525
5324834714,0.453125
5324866825,0.45375
5324869117,0.454375
5324880985,0.455
5324918462,0.455625
5324938273,0.45625
5324951127,0.456875
5324954862,0.4575
5324964469,0.458125
5324996748,0.45875
5325074414,0.459375
5325120087,0.46
5325187090,0.460625
5325194222,0.46125
5325234392,0.461875
5325296746,0.4625
5325363837,0.463125
5325440027,0.46375
5325459262,0.464375
5325498365,0.465
5325541110,0.465625
5325779380,0.46625
5325987619,0.466875
5326055323,0.4675
5326144154,0.468125
5326225881,0.46875
5326228517,0.469375
5326293284,0.47
5326392950,0.470625
5326426601,0.47125
5326431501,0.471875
5326436381,0.4725
5326507454,0.473125
5326512672,0.47375
5326565907,0.474375
5326723588,0.475
5326803306,0.475625
5326820473,0.47625
5326851449,0.476875
5326938191,0.4775
5326968280,0.478125
5326980312,0.47875
5326982685,0.479375
5327016829,0.48
5327039259,0.480625
5327056321,0.48125
5327104856,0.481875
5327149222,0.4825
5327223189,0.483125
5327227022,0.48375
5327244315,0.484375
5327248140,0.485
5327250724,0.485625
5327347813,0.48625
5327351863,0.486875
5327360132,0.4875
5327372044,0.488125
5327375776,0.48875
5327394874,0.489375
5327449130,0.49
5327466773,0.490625
5327555033,0.49125
5327572919,0.491875
5327602618,0.4925
5327662657,0.493125
5327665646,0.49375
5327677973,0.494375
5327718745,0.495
5327740505,0.495625
5327775820,0.49625
5327906565,0.496875
5327922595,0.4975
5327997444,0.498125
5328024254,0.49875
5328047315,0.499375
5328065405,0.5
5328106868,0.500625
5328153460,0.50125
5328213019,0.501875
5328280323,0.5025
5328310401,0.503125
5328328399,0.50375
5328353715,0.504375
5328415147,0.505
5328471268,0.505625
5328509582,0.50625
5328542031,0.506875
5328582873,0.5075
5328592667,0.508125
5328609646,0.50875
5328621092,0.509375
5328758021,0.51
5328787107,0.510625
5328802252,0.51125
5328862153,0.511875
5328864541,0.5125
5328888816,0.513125
5328916690,0.51375
5328943214,0.514375
5328970673,0.515
5328997028,0.515625
5329001966,0.51625
5329025053,0.516875
5329032326,0.5175
5329097371,0.518125
5329111369,0.51875
5329126789,0.519375
5329143471,0.52
5329145165,0.520625
5329145845,0.52125
5329148475,0.521875
5329157364,0.5225
5329207803,0.523125
5329213656,0.52375
5329222722,0.524375
5329246657,0.525
5329308398,0.525625
5329323682,0.52625
5329338239,0.526875
5329420660,0.5275
5329438107,0.528125
5329477021,0.52875
5329523355,0.529375
5329525039,0.53
5329585895,0.530625
5329613422,0.53125
5329689597,0.531875
5329690161,0.5325
5329690216,0.533125
5329726999,0.53375
5329789903,0.534375
5329907264,0.535
5329955961,0.535625
5329970163,0.53625
5330000819,0.536875
5330026089,0.5375
5330061949,0.538125
5330101114,0.53875
5330106645,0.539375
5330153460,0.54
5330169197,0.540625
5330182187,0.54125
5330234447,0.541875
5330276716,0.5425
5330294628,0.543125
5330348042,0.54375
5330355997,0.544375
5330364910,0.545
5330366046,0.545625
5330383808,0.54625
5330453141,0.546875
5330476142,0.5475
5330534433,0.548125
5330540749,0.54875
5330546219,0.549375
5330589981,0.55
5330617368,0.550625
5330666020,0.55125
5330667059,0.551875
5330704819,0.5525
5330713677,0.553125
5330724513,0.55375
5330746231,0.554375
5330753929,0.555
5330810688,0.555625
5330892687,0.55625
5330895219,0.556875
5330909550,0.5575
5330910597,0.558125
5330915277,0.55875
5330944762,0.559375
5330949993,0.56
5330968287,0.560625
5330974123,0.56125
5330989573,0.561875
5331015406,0.5625
5331025167,0.563125
5331028297,0.56375
5331090390,0.564375
5331146361,0.565
5331157525,0.565625
5331284516,0.56625
5331323705,0.566875
5331370791,0.5675
5331383715,0.568125
5331388621,0.56875
5331414662,0.569375
5331430837,0.57
5331458061,0.570625
5331468611,0.57125
5331478080,0.571875
5331522139,0.5725
5331581106,0.573125
5331584403,0.57375
5331674826,0.574375
5331685179,0.575
5331685952,0.575625
5331720356,0.57625
5331741783,0.576875
5331748160,0.5775
5331757538,0.578125
5331769922,0.57875
5331772981,0.579375
5331794085,0.58
5331805600,0.580625
5331806458,0.58125
5331821680,0.581875
5331831843,0.5825
5331843011,0.583125
5331858669,0.58375
5331864942,0.584375
5331871370,0.585
5331877836,0.585625
5331891153,0.58625
5331894436,0.586875
5331942615,0.5875
5331971096,0.588125
5331977726,0.58875
5331986975,0.589375
5331995134,0.59
5332011796,0.590625
5332016347,0.59125
5332027157,0.591875
5332087201,0.5925
5332151633,0.593125
5332193508,0.59375
5332199589,0.594375
5332204724,0.595
5332218057,0.595625
5332283681,0.59625
5332304859,0.596875
5332323164,0.5975
5332367274,0.598125
5332434097,0.59875
5332483341,0.599375
5332486746,0.6
5332500846,0.600625
5332509654,0.60125
5332521509,0.601875
5332542116,0.6025
5332549471,0.603125
5332610829,0.60375
5332637133,0.604375
5332667842,0.605
5332682403,0.605625
5332690334,0.60625
5332693377,0.606875
5332714188,0.6075
5332722604,0.608125
5332747350,0.60875
5332768629,0.609375
5332803224,0.61
5332818046,0.610625
5333027182,0.61125
5333039008,0.611875
5333044438,0.6125
5333072880,0.613125
5333089337,0.61375
5333106674,0.614375
5333120637,0.615
5333133107,0.615625
5333170227,0.61625
5333193700,0.616875
5333204404,0.6175
5333271725,0.618125
5333304717,0.61875
5333313090,0.619375
5333317885,0.62
5333362302,0.620625
5333368394,0.62125
5333379901,0.621875
5333390308,0.6225
5333427961,0.623125
5333465712,0.62375
5333500679,0.624375
5333552960,0.625
5333555701,0.625625
5333561977,0.62625
5333625473,0.626875
5333688804,0.6275
5333697114,0.628125
5333722524,0.62875
5333784639,0.629375
5333816387,0.63
5333893042,0.630625
5333907828,0.63125
5333947528,0.631875
5334047901,0.6325
5334077530,0.633125
5334079970,0.63375
5334211233,0.634375
5334239569,0.635
5334260627,0.635625
5334305197,0.63625
5334371882,0.636875
5334391943,0.6375
5334403291,0.638125
5334444353,0.63875
5334501851,0.639375
5334591784,0.64
5334684011,0.640625
5334720514,0.64125
5334749166,0.641875
5334755518,0.6425
5334784588,0.643125
5334815485,0.64375
5334825330,0.644375
5334885256,0.645
5334933249,0.645625
5334944450,0.64625
5334958405,0.646875
5334984573,0.6475
5335009724,0.648125
5335031970,0.64875
5335039860,0.649375
5335041883,0.65
5335099309,0.650625
5335130062,0.65125
5335146941,0.651875
5335147557,0.6525
5335311719,0.653125
5335362931,0.65375
5335390461,0.654375
5335402317,0.655
5335414325,0.655625
5335483401,0.65625
5335543524,0.656875
5335560027,0.6575
5335605951,0.658125
5335637431,0.65875
5335723853,0.659375
5335755369,0.66
5335805554,0.660625
5335833326,0.66125
5335839557,0.661875
5335866360,0.6625
5335910060,0.663125
5335952377,0.66375
5335956816,0.664375
5336096894,0.665
5336133593,0.665625
5336171969,0.66625
5336174890,0.666875
5336185144,0.6675
5336196964,0.668125
5336210717,0.66875
5336246719,0.669375
5336278585,0.67
5336285982,0.670625
5336295661,0.67125
5336295919,0.671875
5336308533,0.6725
5336308677,0.673125
5336357332,0.67375
5336452020,0.674375
5336455293,0.675
5336536450,0.675625
5336565196,0.67625
5336576336,0.676875
5336579334,0.6775
5336591532,0.678125
5336728814,0.67875
5336766124,0.679375
5336771704,0.68
5336798530,0.680625
5336818941,0.68125
5336840383,0.681875
5336847054,0.6825
5336876422,0.683125
5336892831,0.68375
5336904532,0.684375
5336939022,0.685
5337026793,0.685625
5337054140,0.68625
5337204911,0.686875
5337245255,0.6875
5337267761,0.688125
5337274617,0.68875
5337348330,0.689375
5337375158,0.69
5337403665,0.690625
5337450673,0.69125
5337521369,0.691875
5337630406,0.6925
5337632063,0.693125
5337665220,0.69375
5337729917,0.694375
5337733178,0.695
5337748238,0.695625
5337776039,0.69625
5337853853,0.696875
5337927252,0.6975
5337977635,0.698125
5338070510,0.69875
5338071479,0.699375
5338146047,0.7
5338154640,0.700625
5338186021,0.70125
5338227172,0.701875
5338227398,0.7025
5338253222,0.703125
5338255149,0.70375
5338269778,0.704375
5338283597,0.705
5338379176,0.705625
5338404751,0.70625
5338443057,0.706875
5338462284,0.7075
5338469244,0.708125
5338470308,0.70875
5338521375,0.709375
5338532082,0.71
5338617989,0.710625
5338633297,0.71125
5338642340,0.711875
5338651697,0.7125
5338660338,0.713125
5338683385,0.71375
5338764707,0.714375
5338798905,0.715
5338806976,0.715625
5338811237,0.71625
5338866713,0.716875
5338868685,0.7175
5338897223,0.718125
5338921896,0.71875
5338963628,0.719375
5338969578,0.72
5339022952,0.720625
5339027844,0.72125
5339058513,0.721875
5339123858,0.7225
5339137585,0.723125
5339152765,0.72375
5339201216,0.724375
5339205323,0.725
5339215610,0.725625
5339274609,0.72625
5339399145,0.726875
5339433724,0.7275
5339512759,0.728125
5339584327,0.72875
5339612263,0.729375
5339617167,0.73
5339702970,0.730625
5339715220,0.73125
5339846438,0.731875
5339849625,0.7325
5339874554,0.733125
5339956172,0.73375
5339963837,0.734375
5339978735,0.735
5339985372,0.735625
5340045437,0.73625
5340079493,0.736875
5340121616,0.7375
5340129713,0.738125
5340141554,0.73875
5340164325,0.739375
5340180940,0.74
5340296254,0.740625
5340322054,0.74125
5340355854,0.741875
5340453993,0.7425
5340457007,0.743125
5340523615,0.74375
5340554734,0.744375
5340635691,0.745
5340715072,0.745625
5340767378,0.74625
5340781135,0.746875
5340825379,0.7475
5340948280,0.748125
5340964659,0.74875
5340984055,0.749375
5341019667,0.75
5341132903,0.750625
5341133310,0.75125
5341134694,0.751875
5341197725,0.7525
5341225396,0.753125
5341230945,0.75375
5341247836,0.754375
5341303661,0.755
5341448267,0.755625
5341487284,0.75625
5341605843,0.756875
5341717599,0.7575
5341757054,0.758125
5341784687,0.75875
5341805234,0.759375
5341814078,0.76
5341837785,0.760625
5341851786,0.76125
5341900818,0.761875
5342122209,0.7625
5342142652,0.763125
5342186014,0.76375
5342190294,0.764375
5342190973,0.765
5342447264,0.765625
5342513880,0.76625
5342735923,0.766875
5342775293,0.7675
5342854876,0.768125
5342856809,0.76875
5343031107,0.769375
5343060429,0.77
5343200043,0.770625
5343262064,0.77125
5343354663,0.771875
5343369460,0.7725
5343457522,0.773125
5343701222,0.77375
5343804777,0.774375
5343841949,0.775
5343848576,0.775625
5343892643,0.77625
5344344084,0.776875
5344375951,0.7775
5344409197,0.778125
5344544656,0.77875
5344551466,0.779375
5344702289,0.78
5345005058,0.780625
5345021289,0.78125
5345109206,0.781875
5345174916,0.7825
5345282932,0.783125
5345293704,0.78375
5345423240,0.784375
5345569909,0.785
5345651286,0.785625
5345731160,0.78625
5346031401,0.786875
5346082153,0.7875
5346191501,0.788125
5346209465,0.78875
5346491055,0.789375
5347222901,0.79
5347375220,0.790625
5347484692,0.79125
5347786212,0.791875
5348047657,0.7925
5348152997,0.793125
5348310018,0.79375
5348560801,0.794375
5348628622,0.795
5348632100,0.795625
5348747332,0.79625
5348779074,0.796875
5348789141,0.7975
5348803828,0.798125
5348830026,0.79875
5349037857,0.799375
5349095841,0.8
5349269331,0.800625
5349330885,0.80125
5349350119,0.801875
5349975607,0.8025
5350047768,0.803125
5350455402,0.80375
5350659560,0.804375
5350704423,0.805
5350713541,0.805625
5350714024,0.80625
5351052065,0.806875
5351409696,0.8075
5351445579,0.808125
5351698420,0.80875
5351815054,0.809375
5352102954,0.81
5352170223,0.810625
5352176372,0.81125
5352181818,0.811875
5352413044,0.8125
5352553593,0.813125
5352690064,0.81375
5352905130,0.814375
5353049547,0.815
5353106890,0.815625
5353110306,0.81625
5353264170,0.816875
5353452664,0.8175
5353560106,0.818125
5354027375,0.81875
5354137931,0.819375
5354158594,0.82
5354298809,0.820625
5354375087,0.82125
5354525123,0.821875
5354679074,0.8225
5354712564,0.823125
5354815547,0.82375
5354818582,0.824375
5354852844,0.825
5355119018,0.825625
5355256429,0.82625
5355377107,0.826875
5355380553,0.8275
5355437195,0.828125
5355539653,0.82875
5355752782,0.829375
5355938230,0.83
5356089204,0.830625
5356127608,0.83125
5356161647,0.831875
5356226804,0.8325
5356278568,0.833125
5356302068,0.83375
5356338828,0.834375
5356348330,0.835
5356351028,0.835625
5356688864,0.83625
5356902610,0.836875
5357092547,0.8375
5357159972,0.838125
5357302478,0.83875
5357435726,0.839375
5357564614,0.84
5357648689,0.840625
5357814276,0.84125
5357901439,0.841875
5358086031,0.8425
5358241230,0.843125
5358251042,0.84375
5358299982,0.844375
5358410282,0.845
5358490199,0.845625
5358634309,0.84625
5358666514,0.846875
5358675188,0.8475
5358741688,0.848125
5358851152,0.84875
5358979711,0.849375
5358994422,0.85
5359004678,0.850625
5359221982,0.85125
5359224032,0.851875
5359604554,0.8525
5359722358,0.853125
5359751209,0.85375
5359885333,0.854375
5359914868,0.855
5359932494,0.855625
5360049304,0.85625
5360306335,0.856875
5360412532,0.8575
5360475230,0.858125
5360476423,0.85875
5360495385,0.859375
5360501986,0.86
5360520161,0.860625
5360559768,0.86125
5360689726,0.861875
5361007845,0.8625
5361066552,0.863125
5361107060,0.86375
5361385641,0.864375
5361441532,0.865
5361476307,0.865625
5361520421,0.86625
5361595129,0.866875
5361631966,0.8675
5361749226,0.868125
5361853798,0.86875
5361902089,0.869375
5361920978,0.87
5362111520,0.870625
5362153431,0.87125
5362319764,0.871875
5362334792,0.8725
5362353244,0.873125
5362494580,0.87375
5362505588,0.874375
5362527709,0.875
5362613066,0.875625
5362635140,0.87625
5362643444,0.876875
5362778206,0.8775
5362811873,0.878125
5363080614,0.87875
5363191440,0.879375
5363216835,0.88
5363228706,0.880625
5363302566,0.88125
5363309710,0.881875
5363448487,0.8825
5363586560,0.883125
