flow_bytes_per_iteration_sent,cdf
23195446,0.0006435006435006435
24957188,0.001287001287001287
27554668,0.0019305019305019305
32713361,0.002574002574002574
33537567,0.0032175032175032177
38653773,0.003861003861003861
44173503,0.0045045045045045045
48687402,0.005148005148005148
51231783,0.005791505791505791
64306760,0.0064350064350064354
69676271,0.007078507078507078
76557330,0.007722007722007722
91326964,0.008365508365508366
99119980,0.009009009009009009
116040811,0.009652509652509652
119839659,0.010296010296010296
120905132,0.010939510939510939
125142250,0.011583011583011582
125308732,0.012226512226512228
129722104,0.012870012870012871
130211840,0.013513513513513513
135729050,0.014157014157014156
137833208,0.015444015444015444
144354080,0.016087516087516088
146053808,0.01673101673101673
147714040,0.017374517374517374
157127194,0.01866151866151866
157937737,0.019305019305019305
161360425,0.019948519948519948
162110889,0.02059202059202059
164173454,0.021235521235521238
164945495,0.021879021879021878
165250436,0.022522522522522525
165605627,0.023166023166023165
165645797,0.023809523809523808
165977405,0.024453024453024455
166168350,0.025096525096525095
166632448,0.025740025740025742
166670366,0.026383526383526385
166671452,0.027027027027027025
166843602,0.027670527670527672
166911134,0.028314028314028312
166952478,0.02895752895752896
166968862,0.029601029601029602
167008286,0.030244530244530242
167021356,0.03088803088803089
167056158,0.031531531531531536
167122386,0.032175032175032175
167301150,0.03281853281853282
167451072,0.03346203346203346
167454034,0.03474903474903475
167456898,0.03539253539253539
167458258,0.036036036036036036
167461074,0.03732303732303732
167467346,0.03796653796653797
167473746,0.03861003861003861
167515840,0.039253539253539256
167631666,0.039897039897039896
167641298,0.04054054054054054
167708882,0.04118404118404118
167725778,0.04182754182754182
167727186,0.042471042471042476
167766015,0.043114543114543116
167806290,0.043758043758043756
167807099,0.044401544401544396
167945478,0.04504504504504505
168143954,0.04568854568854569
168174131,0.04633204633204633
168214626,0.046975546975546977
168223062,0.047619047619047616
168414865,0.048262548262548256
168502662,0.04890604890604891
168505478,0.04954954954954955
168514318,0.05019305019305019
168536454,0.05083655083655084
168548445,0.051480051480051484
168605778,0.052123552123552123
168618611,0.05276705276705277
168626593,0.05341055341055341
168658950,0.05405405405405405
168672826,0.05469755469755469
168690950,0.055341055341055344
168695558,0.055984555984555984
168746246,0.056628056628056624
168764294,0.05727155727155728
168818054,0.05791505791505792
168881414,0.05855855855855856
168885638,0.059202059202059204
168896526,0.059845559845559844
168896860,0.060489060489060484
168905094,0.06113256113256114
168937734,0.06177606177606178
168969279,0.06241956241956242
168989822,0.06306306306306307
169029638,0.0637065637065637
169037365,0.06435006435006435
169133913,0.06499356499356498
169139134,0.06563706563706564
169143302,0.06628056628056628
169148388,0.06692406692406692
169148722,0.06756756756756757
169155922,0.0682110682110682
169157178,0.06885456885456885
169159994,0.0694980694980695
169187986,0.07014157014157014
169227789,0.07078507078507078
169241222,0.07142857142857144
169252584,0.07207207207207207
169272250,0.07271557271557272
169285562,0.07335907335907337
169289146,0.07722007722007722
169290554,0.08043758043758042
169290852,0.08172458172458173
169291962,0.08815958815958816
169293370,0.09202059202059201
169294778,0.09266409266409266
169296186,0.09652509652509651
169297594,0.09716859716859717
169299002,0.0990990990990991
169301818,0.10038610038610038
169305606,0.10102960102960103
169307450,0.10167310167310167
169308858,0.10296010296010297
169311674,0.10489060489060488
169313082,0.10553410553410554
169314490,0.10617760617760619
169318714,0.10746460746460747
169322938,0.1081081081081081
169325754,0.10939510939510938
169328871,0.11068211068211069
169329978,0.11132561132561132
169335610,0.11261261261261261
169339834,0.11325611325611325
169344058,0.11389961389961391
169345466,0.11454311454311455
169348282,0.11518661518661519
169349690,0.11647361647361647
169351278,0.11711711711711711
169353914,0.11840411840411841
169356730,0.11904761904761905
169358138,0.11969111969111969
169363770,0.12226512226512228
169363896,0.12290862290862291
169366586,0.12355212355212356
169367994,0.12419562419562419
169375034,0.12548262548262548
169377850,0.1274131274131274
169379258,0.12805662805662807
169380666,0.12998712998712997
169382074,0.13063063063063063
169386298,0.1312741312741313
169391930,0.13256113256113256
169404602,0.1332046332046332
169406010,0.13513513513513514
169408826,0.1364221364221364
169413050,0.13706563706563707
169418682,0.13835263835263834
169420858,0.138996138996139
169427130,0.1402831402831403
169434170,0.14157014157014156
169438394,0.14221364221364222
169446842,0.1435006435006435
169449658,0.14414414414414414
169453882,0.14478764478764478
169458106,0.14543114543114544
169469972,0.14607464607464607
169470778,0.148005148005148
169477434,0.14864864864864866
169498938,0.1492921492921493
169499322,0.15057915057915058
169500346,0.15122265122265122
169501754,0.15186615186615188
169502394,0.15315315315315314
169507386,0.15444015444015444
169511610,0.1550836550836551
169524282,0.15637065637065636
169527098,0.15701415701415702
169536908,0.15765765765765766
169553850,0.15894465894465892
169562298,0.16023166023166024
169565114,0.16087516087516085
169569338,0.1615186615186615
169570746,0.16216216216216217
169577786,0.1628056628056628
169586234,0.16409266409266407
169590458,0.16473616473616473
169593274,0.1653796653796654
169594682,0.16602316602316602
169597498,0.16666666666666669
169610682,0.1673101673101673
169618321,0.16795366795366795
169619906,0.16859716859716858
169640122,0.16924066924066924
169656634,0.1698841698841699
169658386,0.1705276705276705
169664327,0.17117117117117117
169677754,0.1718146718146718
169678522,0.17245817245817247
169684794,0.1731016731016731
169687610,0.17374517374517373
169692602,0.17503217503217502
169710138,0.17567567567567569
169716154,0.17631917631917632
169732666,0.17696267696267698
169745338,0.17824967824967825
169756602,0.1788931788931789
169760826,0.17953667953667954
169761594,0.1801801801801802
169772090,0.1808236808236808
169787607,0.18146718146718147
169811514,0.18211068211068213
169817146,0.18275418275418276
169828749,0.18339768339768342
169831226,0.18404118404118402
169839674,0.18468468468468469
169841082,0.18532818532818532
169842490,0.18597168597168598
169843898,0.18661518661518664
169860462,0.18725868725868725
169884090,0.1879021879021879
169887363,0.1891891891891892
169891130,0.1898326898326898
169894586,0.19047619047619047
169902650,0.19111969111969113
169909731,0.19176319176319176
169951930,0.19240669240669242
169979066,0.19305019305019303
169987514,0.19369369369369369
169990330,0.19433719433719435
170058653,0.19498069498069498
170060346,0.19562419562419564
170070586,0.19626769626769625
170076218,0.1969111969111969
170077038,0.19755469755469754
170078446,0.19884169884169886
170115642,0.1994851994851995
170118458,0.20012870012870013
170120686,0.20077220077220076
170131310,0.20141570141570142
170164742,0.20205920205920205
170178414,0.20270270270270271
170191086,0.20334620334620335
170198126,0.20463320463320464
170198714,0.20527670527670527
170215623,0.20592020592020593
170217198,0.20656370656370654
170223470,0.2072072072072072
170237754,0.20785070785070786
170249495,0.2084942084942085
170253038,0.20913770913770915
170266298,0.21042471042471042
170267660,0.21106821106821108
170274746,0.21299871299871298
170340922,0.21428571428571427
170341998,0.21492921492921493
170452154,0.2155727155727156
170457506,0.2162162162162162
170467054,0.21685971685971686
170468514,0.2175032175032175
170476346,0.21814671814671815
170541678,0.21879021879021876
170550965,0.21943371943371942
170623934,0.22007722007722008
170643386,0.22072072072072071
170644104,0.22136422136422138
170679547,0.222007722007722
170718270,0.22265122265122264
170725426,0.2232947232947233
170726099,0.22393822393822393
170743330,0.2245817245817246
170757661,0.22522522522522523
170767982,0.22586872586872586
170820026,0.2265122265122265
170827706,0.22715572715572716
170875118,0.22779922779922782
170882030,0.22844272844272845
170892270,0.2290862290862291
170922647,0.22972972972972971
170951994,0.23037323037323038
170959470,0.231016731016731
170983406,0.23166023166023167
171026821,0.23230373230373233
171086018,0.23294723294723294
171092794,0.2335907335907336
171097239,0.23423423423423423
171124381,0.2348777348777349
171134114,0.2355212355212355
171142562,0.23616473616473616
171207232,0.23680823680823682
171221410,0.23745173745173745
171270486,0.2380952380952381
171276654,0.23873873873873871
171280546,0.23938223938223938
171304434,0.24002574002574004
171323706,0.24066924066924067
171363484,0.24131274131274133
171389882,0.24195624195624194
171409058,0.2425997425997426
171411740,0.24324324324324323
171499706,0.2438867438867439
171512127,0.24453024453024455
171529199,0.24581724581724582
171585978,0.24646074646074645
171590306,0.2471042471042471
171591211,0.24774774774774774
171596526,0.24839124839124838
171597294,0.24903474903474904
171597974,0.24967824967824967
171686970,0.2503217503217503
171742617,0.25096525096525096
171784610,0.2522522522522523
171798937,0.2528957528957529
171831226,0.25353925353925355
171867246,0.25418275418275416
171905314,0.2548262548262548
171912150,0.2554697554697555
171920920,0.25611325611325614
171926021,0.2567567567567568
171931369,0.2574002574002574
171955798,0.25804375804375806
171976302,0.25868725868725867
171979819,0.25933075933075933
172029259,0.25997425997425994
172091298,0.2606177606177606
172092035,0.26126126126126126
172102492,0.2619047619047619
172174216,0.2625482625482626
172195542,0.2631917631917632
172298530,0.26383526383526384
172408252,0.2644787644787645
172420590,0.2651222651222651
172555868,0.26576576576576577
172844070,0.2664092664092664
172865591,0.26705276705276704
