bytes_per_iteration,cdf
1042386176,0.000625
1047016992,0.00125
1067407792,0.001875
1068572596,0.0025
1070322020,0.003125
1070710628,0.00375
1072207128,0.004375
1072563660,0.005
1074258940,0.005625
1074611588,0.00625
1075781988,0.006875
1075941284,0.0075
1077549840,0.0175
1077553680,0.0225
1077556560,0.56875
1077564056,0.78375
1077564064,1.0
