iteration_number,iteration_duration_seconds,flow_size_bytes_in_iteration
1,0.4727170467376709,178646696
1,0.4727170467376709,178646696
1,0.4727170467376709,178646704
1,0.4727170467376709,178646696
1,0.4727170467376709,178646704
1,0.4727170467376709,178646704
1,0.4727170467376709,178646696
1,0.4727170467376709,178646704
2,0.4743950366973877,178646696
2,0.4743950366973877,178646696
2,0.4743950366973877,178646704
2,0.4743950366973877,178646696
2,0.4743950366973877,178646704
2,0.4743950366973877,178646704
2,0.4743950366973877,178646696
2,0.4743950366973877,178646704
3,0.4692859649658203,178639976
3,0.4692859649658203,178639976
3,0.4692859649658203,178639984
3,0.4692859649658203,178639976
3,0.4692859649658203,178639984
3,0.4692859649658203,178639984
3,0.4692859649658203,178639976
3,0.4692859649658203,178639984
4,0.4846639633178711,178646696
4,0.4846639633178711,178646696
4,0.4846639633178711,178646704
4,0.4846639633178711,178646696
4,0.4846639633178711,178646704
4,0.4846639633178711,178646704
4,0.4846639633178711,178646696
4,0.4846639633178711,178646704
5,0.4965851306915283,178645976
5,0.4965851306915283,178645976
5,0.4965851306915283,178645984
5,0.4965851306915283,178645976
5,0.4965851306915283,178645984
5,0.4965851306915283,178645984
5,0.4965851306915283,178645976
5,0.4965851306915283,178645984
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
6,0.47100114822387695,178639200
7,0.4806849956512451,178646696
7,0.4806849956512451,178646696
7,0.4806849956512451,178646704
7,0.4806849956512451,178646696
7,0.4806849956512451,178646704
7,0.4806849956512451,178646704
7,0.4806849956512451,178646696
7,0.4806849956512451,178646704
8,0.4855220317840576,178639256
8,0.4855220317840576,178639256
8,0.4855220317840576,178639264
8,0.4855220317840576,178639256
8,0.4855220317840576,178639264
8,0.4855220317840576,178639264
8,0.4855220317840576,178639256
8,0.4855220317840576,178639264
9,0.47088098526000977,178646696
9,0.47088098526000977,178646696
9,0.47088098526000977,178646704
9,0.47088098526000977,178646696
9,0.47088098526000977,178646704
9,0.47088098526000977,178646704
9,0.47088098526000977,178646696
9,0.47088098526000977,178646704
10,0.47882819175720215,178646696
10,0.47882819175720215,178646696
10,0.47882819175720215,178646704
10,0.47882819175720215,178646696
10,0.47882819175720215,178646704
10,0.47882819175720215,178646704
