iteration_duration_seconds,cdf
0.4692859649658203,0.005
0.47017717361450195,0.01
0.47088098526000977,0.015
0.47100114822387695,0.02
0.47184109687805176,0.025
0.4727170467376709,0.03
0.4733119010925293,0.035
0.4733130931854248,0.04
0.4743950366973877,0.045
0.4747018814086914,0.05
0.47569799423217773,0.055
0.47578001022338867,0.06
0.4761321544647217,0.065
0.47832298278808594,0.07
0.4783649444580078,0.075
0.4784109592437744,0.08
0.4785950183868408,0.085
0.47882819175720215,0.09
0.47885894775390625,0.095
0.4798579216003418,0.1
0.4799988269805908,0.105
0.48014211654663086,0.11
0.480396032333374,0.115
0.48047900199890137,0.12
0.48061490058898926,0.125
0.4806180000305176,0.13
0.4806849956512451,0.135
0.48142099380493164,0.14
0.4815480709075928,0.145
0.48180699348449707,0.15
0.4818270206451416,0.155
0.4820561408996582,0.16
0.48212695121765137,0.165
0.4822700023651123,0.17
0.48271799087524414,0.175
0.4829249382019043,0.18
0.48342394828796387,0.185
0.48380088806152344,0.19
0.4839930534362793,0.195
0.48416900634765625,0.2
0.48422908782958984,0.205
0.48464202880859375,0.21
0.4846639633178711,0.215
0.48467493057250977,0.22
0.4847559928894043,0.225
0.48483991622924805,0.23
0.48505306243896484,0.235
0.4851400852203369,0.24
0.4853990077972412,0.245
0.48543310165405273,0.25
0.4854919910430908,0.255
0.4855220317840576,0.26
0.4857499599456787,0.265
0.4858860969543457,0.27
0.48607897758483887,0.275
0.48621702194213867,0.28
0.4865279197692871,0.285
0.486652135848999,0.29
0.48679304122924805,0.295
0.4871499538421631,0.3
0.48738694190979004,0.305
0.4874260425567627,0.31
0.48749303817749023,0.315
0.4875199794769287,0.32
0.487839937210083,0.325
0.48895692825317383,0.33
0.4889659881591797,0.335
0.4889869689941406,0.34
0.4899730682373047,0.345
0.49020814895629883,0.35
0.4903268814086914,0.355
0.49053287506103516,0.36
0.4906740188598633,0.365
0.4908030033111572,0.37
0.4909179210662842,0.375
0.49109697341918945,0.38
0.49130797386169434,0.385
0.4913969039916992,0.39
0.4914078712463379,0.395
0.4921989440917969,0.4
0.49237799644470215,0.405
0.4924018383026123,0.41
0.4935181140899658,0.415
0.49382996559143066,0.42
0.4938929080963135,0.425
0.49398207664489746,0.43
0.49399900436401367,0.435
0.4940159320831299,0.44
0.4940941333770752,0.445
0.4944629669189453,0.45
0.49460387229919434,0.455
0.4946470260620117,0.46
0.49482297897338867,0.465
0.49503302574157715,0.47
0.49507999420166016,0.475
0.49524998664855957,0.48
0.4957129955291748,0.485
0.4957160949707031,0.49
0.4958310127258301,0.495
0.4962038993835449,0.5
0.49631500244140625,0.505
0.4964430332183838,0.51
0.4965810775756836,0.515
0.4965851306915283,0.52
0.4969370365142822,0.525
0.49727416038513184,0.53
0.49727702140808105,0.535
0.4973149299621582,0.54
0.4975409507751465,0.545
0.49756383895874023,0.55
0.49761414527893066,0.555
0.4982631206512451,0.56
0.4984729290008545,0.565
0.4986732006072998,0.57
0.49869489669799805,0.575
0.498704195022583,0.58
0.49871087074279785,0.585
0.4996910095214844,0.59
0.5004870891571045,0.595
0.5013101100921631,0.6
0.5013599395751953,0.605
0.5013768672943115,0.61
0.501629114151001,0.615
0.5021438598632812,0.62
0.5026631355285645,0.625
0.5027599334716797,0.63
0.5033400058746338,0.635
0.5037679672241211,0.64
0.5042729377746582,0.645
0.5043601989746094,0.65
0.504478931427002,0.655
0.5044820308685303,0.66
0.5046601295471191,0.665
0.5049479007720947,0.67
0.5051469802856445,0.675
0.5055429935455322,0.68
0.5057761669158936,0.685
0.5059599876403809,0.69
0.5061619281768799,0.695
0.5062141418457031,0.7
0.5062849521636963,0.705
0.5066318511962891,0.71
0.5066730976104736,0.715
0.5068051815032959,0.72
0.5073480606079102,0.725
0.5075922012329102,0.73
0.507828950881958,0.735
0.5085079669952393,0.74
0.50868821144104,0.745
0.5086910724639893,0.75
0.5087881088256836,0.755
0.50901198387146,0.76
0.5090789794921875,0.765
0.5092058181762695,0.77
0.5092730522155762,0.775
0.5093050003051758,0.78
0.5095329284667969,0.785
0.5097739696502686,0.79
0.5098369121551514,0.795
0.5101339817047119,0.8
0.5103480815887451,0.805
0.5105311870574951,0.81
0.5105710029602051,0.815
0.5105841159820557,0.82
0.510706901550293,0.825
0.510807991027832,0.83
0.5108199119567871,0.835
0.5113871097564697,0.84
0.5115559101104736,0.845
0.5119359493255615,0.85
0.512033224105835,0.855
0.5122771263122559,0.86
0.5123739242553711,0.865
0.512686014175415,0.87
0.5127489566802979,0.875
0.5128641128540039,0.88
0.512963056564331,0.885
0.5129780769348145,0.89
0.5134310722351074,0.895
0.5140841007232666,0.9
0.5147161483764648,0.905
0.515139102935791,0.91
0.5154950618743896,0.915
0.5155351161956787,0.92
0.5158910751342773,0.925
0.5167028903961182,0.93
0.5170469284057617,0.935
0.5170609951019287,0.94
0.518165111541748,0.945
0.5185511112213135,0.95
0.5191860198974609,0.955
0.5194509029388428,0.96
0.5200779438018799,0.965
0.5204129219055176,0.97
0.5204319953918457,0.975
0.5212900638580322,0.98
0.5212960243225098,0.985
0.521914005279541,0.99
0.5220949649810791,0.995
0.5256779193878174,1.0
